Pais;Entidad estatal;Referencia;Descripción;Fase actual;Fecha de publicación;Fecha de presentación de ofertas;Cuantía Estado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DEL AMBIENTE;SA-CPS-158-2024;CRISTIAN FELIPE PAEZ ZABALA;Presentación de oferta;19/07/2024 11:20 AM (UTC -5 horas);-;38.375.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DISTRITAL DEL HABITAT;V1-5-SIGA-1016457;JOSE ALEXANDER MORENO PAEZ;Presentación de oferta;18/07/2024 8:39 PM (UTC -5 horas);-;68.750.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;CCV-018-2024;COMPRA DE UTILES DE ESCRITORIO PARA LA INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO BELACAZAR PAEZ CAUCASEGUN ACUERDO N0 008DEL 9 DE NOVIEMBRE DE 2023;Presentación de oferta;18/07/2024 7:30 PM (UTC -5 horas);-;18.000.000 COP;Publicado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;CCV-017-2024;COMPRA DE UTILES DE ESCRITORIO PARA LA INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO BELACAZAR PAEZ CAUCA;Presentación de oferta;18/07/2024 7:07 PM (UTC -5 horas);-;20.000.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE SANTA BARBARA;CPS-081-2024;PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN ADMINISTRATIVA MEDIANTE LA IMPLEMENTACIÓN Y SEGUIMIENTO A LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE Y LA OPERACIÓN Y ACTUALIZACIÓN DE LOS SIST;Presentación de oferta;18/07/2024 2:50 PM (UTC -5 horas);-;2.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DE EDUCACION DEL DISTRITO;SED-SCP-DIIP-PSAG-523-2024;SOFIA VANESSA PAEZ SUAREZ;Presentación de oferta;18/07/2024 2:18 PM (UTC -5 horas);-;13.755.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE BETULIA;ESAL 003 DE 2024;OPERADOR DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE BETULIA;Presentación de oferta;18/07/2024 11:52 AM (UTC -5 horas);22/07/2024 12:00 PM (UTC -5 horas);967.924.535 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA ALEJANDRIA;SS-CONV-006-2024;INTEGRAR ESFUERZOS INSTITUCIONALES, TÉCNICOS Y ADMINISTRATIVOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, DIRIGIDO A LOS NIÑOS, NIÑAS, ADOLESCENTES Y JÓVENES CON MATRICULA OFICIAL DEL;Presentación de oferta;17/07/2024 7:47 PM (UTC -5 horas);22/07/2024 10:00 AM (UTC -5 horas);323.481.971 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0912-2024;PRESTACION DE SERVICIOS PROFESIONALES ESPECIALIZADOS EN LA EJECUCION DE ACCIONES DE VERIFICACIÓN, VIGILANCIA Y SEGUIMIENTO DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DE;Presentación de oferta;17/07/2024 9:48 AM (UTC -5 horas);-;27.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE DONMATIAS;ESAL-001-SEDS;PAE 2;Presentación de oferta;17/07/2024 8:25 AM (UTC -5 horas);19/07/2024 2:00 PM (UTC -5 horas);654.825.350 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE);IND-24-FM-01-2376;JENNIFER ONEIS CASANOVA PAEZ;Presentación de oferta;16/07/2024 8:51 PM (UTC -5 horas);-;15.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0910-2024;PRESTAR SERVICIOS PROFESIONALES COMO INGENIERO DE ALIMENTOS EN EL AREA DE CALIDAD PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICI;Presentación de oferta;16/07/2024 8:08 PM (UTC -5 horas);-;20.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA GENERAL;SG-CPS-1014-2024;OLGA NELSI PAEZ PARRA;Presentación de oferta;16/07/2024 5:44 PM (UTC -5 horas);-;32.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0905-2024;PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;16/07/2024 3:19 PM (UTC -5 horas);-;14.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL REMEDIOS;CPS-073-2024;JULIETA GALEANO PAEZ;Presentación de oferta;16/07/2024 2:53 PM (UTC -5 horas);-;28.269.835 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE MACEO;SASIE-SG-009-2024 (Presentación de oferta);PAE 2024 - Conv2 - 3 (Presentación de oferta);Presentación de oferta;16/07/2024 9:18 AM (UTC -5 horas);25/07/2024 9:00 AM (UTC -5 horas);412.375.920 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE PUERTO TRIUNFO;007-SAMC-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE ACUERDO CON LOS LINEAMIENTOS TÉCNICOS-ADMINISTRATIVOS VIGENTES, DISPUESTOS POR EL MEN, PARA EL SUMINISTRO DE COMPLEMENTO ALIMENTARIO A LOS ALUMN;Presentación de oferta;15/07/2024 6:09 PM (UTC -5 horas);16/07/2024 6:00 PM (UTC -5 horas);355.043.520 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MACEO;CMC-SG-050-2024;PAE 2024 - Conv 2 - 2;Presentación de oferta;15/07/2024 4:15 PM (UTC -5 horas);18/07/2024 10:00 AM (UTC -5 horas);36.082.893 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA;JUR-PSTH-0618-2024;PAEZ RODRIGUEZ CAMILO ANDRES;Presentación de oferta;15/07/2024 3:30 PM (UTC -5 horas);-;20.000.000 COP;Publicado;Detalle
COLOMBIA;Gobernación Norte de Santander*;LP-SEG-01821-2024 (Presentación de oferta);PAE RACIÓN III 2024 (Presentación de oferta);Presentación de oferta;12/07/2024 6:13 PM (UTC -5 horas);22/07/2024 9:00 AM (UTC -5 horas);19.998.407.365 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0897-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES COMO NUTRICIONISTA PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;12/07/2024 1:54 PM (UTC -5 horas);-;21.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0896-2024;PRESTAR SERVICIOS PROFESIONALES COMO INGENIERA DE ALIMENTOS PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;12/07/2024 1:40 PM (UTC -5 horas);-;22.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0895-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL SEGUIMIENTO FINANCIERO Y ADMINISTRATIVO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;12/07/2024 1:25 PM (UTC -5 horas);-;20.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ICBF REGIONAL CUNDINAMARCA;ICBF-PS-21232-2024-CUN;BRAHYAN DANIEL ROMERO PAEZ;Presentación de oferta;12/07/2024 10:20 AM (UTC -5 horas);-;22.221.030 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN LUIS;LIC-002-2024 (Presentación de oferta);SUMINISTRO DE ALIMENTACIÓN ESCOLAR PARA EL PROGRAMA PAE REGULAR Y JORNADA UNICA, EN EL MARCO DEL CONVENIO INTERADMINISTRATIVO No. 4600017222 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA - SECRETARÍA DE;Presentación de oferta;12/07/2024 10:13 AM (UTC -5 horas);23/07/2024 8:00 AM (UTC -5 horas);935.261.200 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA ANTONIA SANTOS;016-2024;REPARACIONES EN COCINA DEL PAE, SEDE PRINCIPAL, ARREGLO EN OFICINA DE COORDINACION JUAN SALVADOR GAVIOTA Y CAMBIO DE TECHO EN SEDE SAN LUIS Y ALFONSO ARAUJO MANTENIMIENTOS VARIOS EN TODAS LAS SEDES;Presentación de oferta;12/07/2024 8:23 AM (UTC -5 horas);-;7.480.000 COP;Publicado;Detalle
COLOMBIA;IECHILOE;010-2024;SOLON CASTELLANOS PAEZ;Presentación de oferta;11/07/2024 7:00 PM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE PAJARITO;MP-CV-008-2024.;ALIMENTACIÓN ESCOLA - PAE;Presentación de oferta;11/07/2024 3:58 PM (UTC -5 horas);12/07/2024 3:00 PM (UTC -5 horas);41.120.201,83 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL SAN CARLOS;CI-014-2024;INTEGRAR ESFUERZOS PARA LA EJECUCION DEL PROGRAMA DE ALIMENTACION ESCOLAR - PAE PARA NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE SAN CARLOS-ANTIOQUIA, PARA LA VIGENCIA 2024-02;Presentación de oferta;11/07/2024 3:23 PM (UTC -5 horas);-;1.456.717.080 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN;CD-ARN-1080-2024;CPS DIANA PATRICIA PAEZ SANDOVAL;Presentación de oferta;11/07/2024 2:37 PM (UTC -5 horas);-;26.055.201 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE JARDÍN;S.A.S.I 006/2024 (Presentación de oferta);CONTRATO DE SUMINISTRO DE ALIMENTOS INCLUIDO LA CONTRATACIÓN DE MANIPULADORAS DE ESTOS PARA LA OPERACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE 2024-2 DE LA MATRÍCULA OFICIAL DEL MUNICIP;Presentación de oferta;11/07/2024 11:14 AM (UTC -5 horas);18/07/2024 3:00 PM (UTC -5 horas);472.602.400 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE COCORNÁ;CPS112-2024;PRESTACION DE SERVICIOS PARA EL SEGUIMIENTO, GESTIÓN E IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE), MANEJO DE LA PLATAFORMA SISAN Y OTRAS ACTIVIDADES EN EL MUNICIPIO DE COCORNÁ DURANTE L;Presentación de oferta;11/07/2024 8:12 AM (UTC -5 horas);-;9.750.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE PAJARITO;MP-CV-008-2024;ALIMENTACIÓN ESCOLA - PAE;Presentación de oferta;10/07/2024 7:27 PM (UTC -5 horas);-;41.120.201,83 COP;Proceso cancelado;Detalle
COLOMBIA;ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDÍO SAN JUAN DE DIOS;CPS-1202-2024;JAVIER STIVEN BERRIO PAEZ;Presentación de oferta;10/07/2024 6:25 PM (UTC -5 horas);-;5.887.080 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CUBARA BOYACA;RE-004-2024;PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE), EN EL PRIMER SEMESTRE DEL AÑO 2024, COLONOS;Presentación de oferta;10/07/2024 5:04 PM (UTC -5 horas);12/07/2024 6:00 PM (UTC -5 horas);231.539.948,48 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL SAN PEDRO DE URABA;PS No. 250-2024;FORTALECIMIENTO A LA GESTION A TRAVES DEL MANEJO DE LA PLATAFORMA SISMANA, EN ACOMPAÑAMIENTO AL PROGRAMA ALIMENTACION ESCOLAR EN SEGUIMIENTO A LOS BENEFICIARIOS DEL PROGRAMA PAE EN EL MUNICIPIO SAN PE;Presentación de oferta;10/07/2024 3:24 PM (UTC -5 horas);-;9.660.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JERONIMO;LP-001-2024 (Presentación de oferta);SUMINISTRO DE 107.380 RACIONES PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE - PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE SAN JERÓNIMO - ANTIOQUIA PAR;Presentación de oferta;10/07/2024 10:41 AM (UTC -5 horas);23/07/2024 8:00 AM (UTC -5 horas);593.075.765 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE OTANCHE;CPS - 135 - 2024;PRESTACION DE SERVICIOS DE APOYO A LA SUPERVISIÓN Y LA COORDINACIÓN DEL PROCESO PLAN DE ALIMENTACION ESCOLAR "PAE" PRESTADO A LOS ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE;Presentación de oferta;9/07/2024 6:31 PM (UTC -5 horas);-;10.406.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0885-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERA DE ALIMENTOS PARA EL SEGUIMIENTO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;9/07/2024 2:20 PM (UTC -5 horas);-;20.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MINCIENCIAS;CPS-431-2024;GINA PATRICIA MONTEALEGRE PAEZ;Presentación de oferta;9/07/2024 1:58 PM (UTC -5 horas);-;48.166.666 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JOSE DE CUCUTA;SEM-CPS-162-2024;PROFESIONAL PAE;Presentación de oferta;9/07/2024 1:42 PM (UTC -5 horas);-;13.200.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE BARBOSA;LP-002-2024 (Presentación de oferta);Integrar esfuerzos para la ejecución del programa de alimentación escolar PAE, para los niños, niñas y adolescentes de la matrícula oficial del Municipio de Barbosa Antioquia. (Presentación de oferta);Presentación de oferta;8/07/2024 8:29 PM (UTC -5 horas);23/07/2024 9:00 AM (UTC -5 horas);2.141.717.317 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MACEO;CMC-SG-048-2024;PAE 2024 - Conv 2 - 1;Presentación de oferta;8/07/2024 7:11 PM (UTC -5 horas);11/07/2024 10:00 AM (UTC -5 horas);36.082.893 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL HABACUC CALDERON CARMEN DE CARUPA :;117-2024;LUZ ADRIANA PAEZ PINILLA;Presentación de oferta;8/07/2024 6:28 PM (UTC -5 horas);-;15.750.000 COP;Publicado;Detalle
COLOMBIA;Empresa Social del Estado Policlínico de Junin;129-2024;YULI CATHERIN BUITRAGO PAEZ;Presentación de oferta;8/07/2024 6:25 PM (UTC -5 horas);-;9.000.000 COP;Publicado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL HABACUC CALDERON CARMEN DE CARUPA :;108-2024;MARCOS FABRICIO ROCHA PAEZ;Presentación de oferta;8/07/2024 5:00 PM (UTC -5 horas);-;9.000.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0883-2024;PRESTAR SERVICIOS PROFESIONALES COMO ABOGADO(A) AL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;8/07/2024 2:28 PM (UTC -5 horas);-;19.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1124_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;8/07/2024 10:17 AM (UTC -5 horas);-;10.000.000 COP;Publicado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ;070-2024;LEGAL ASOCIADAS SAS-PAULA SOFIA PAEZCELY;Presentación de oferta;5/07/2024 10:57 PM (UTC -5 horas);-;4.800.000 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-SIP-002-2024-;CONTROL SOCIAL Y PARTICIPACION CIUDADANA PAE;Presentación de oferta;5/07/2024 7:33 PM (UTC -5 horas);9/07/2024 5:00 PM (UTC -5 horas);Sin documento;Proceso en evaluación y observaciones;Detalle
COLOMBIA;MUNICIPIO DE GACHANCIPA;Acuerdo Formal 001 de 2024 (Bolsa Comun);Bolsa Comun PAE;Presentación de oferta;5/07/2024 3:58 PM (UTC -5 horas);-;51.396.566 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE PUERTO SALGAR;A.F-01-2024;ACUERDO FORMAL BOLSA COMÚN PAE;Presentación de oferta;5/07/2024 11:05 AM (UTC -5 horas);-;74.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA -SECRETARIA DE GOBIERNO;SGO-CPS-214-2024;SANDRA EDELMIRA PAEZ CASTAÑEDA;Presentación de oferta;5/07/2024 10:36 AM (UTC -5 horas);-;29.235.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA;CI-003-2024;INTERVENTORIA PAE 2024;Presentación de oferta;5/07/2024 9:12 AM (UTC -5 horas);5/07/2024 9:17 AM (UTC -5 horas);413.420.256 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE GOMEZ PLATA;CONT-INT010-2024;PAE 2;Presentación de oferta;4/07/2024 7:01 PM (UTC -5 horas);5/07/2024 12:00 PM (UTC -5 horas);493.280.213 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE ENVIGADO;ENV-13-21-1154-24-1 (Presentación de oferta);LOGISTA PAE 2024 (Presentación de oferta);Presentación de oferta;4/07/2024 6:43 PM (UTC -5 horas);23/07/2024 9:00 AM (UTC -5 horas);3.230.500.898 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL SAN ANTONIO DE GUATAVITA;392-2024;MARCOS FABRICIO ROCHA PAEZ;Presentación de oferta;4/07/2024 6:11 PM (UTC -5 horas);-;18.000.000 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA;CPS-0729-2024;PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA EL SEGUIMIENTO Y CUMPLIMIENTO DE LAS ACTIVIDADES FINANCIERAS GENERADAS DESDE EL PROGRAMADE ALIMENTACIÓN ESCOLAR (PAE) DE LA SECRETARÍA DE EDUCACIÓN D;Presentación de oferta;4/07/2024 5:08 PM (UTC -5 horas);-;18.100.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MARINILLA;232SE2024;Prestación de servicios profesionales para realizar apoyo a la supervisión de los contratos y/o convenios que el Municipio realice para la ejecución del programa de Alimentación al escolar PAE, en los;Presentación de oferta;4/07/2024 4:06 PM (UTC -5 horas);-;23.146.340 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS;087000824 ;VICTOR ANTONIO BOHORQUEZ PAEZ ;Presentación de oferta;4/07/2024 3:54 PM (UTC -5 horas);-;20.778.196 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE SAN JOSE DE LA MONTAÑA;CONTRATO-90-2024;PRESTAR LOS SERVICIOS PARA LA MANIPULACIÓN DE LAS RACIONES INDUSTRIALIZADAS DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE PARA NIÑOS Y NIÑAS, EN LAS SEDES EDUCATIVAS RURALES Y URBANA DEL MUNICIPIO DE SA;Presentación de oferta;4/07/2024 2:38 PM (UTC -5 horas);-;2.944.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SANTA FE DE ANTIOQUIA;LP-001-2024 (Presentación de oferta);OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DIRIGIGO A ESTUDIANTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE SANTA FE DE ANTIOQUIA (Presentación de oferta);Presentación de oferta;4/07/2024 2:34 PM (UTC -5 horas);16/07/2024 7:00 AM (UTC -5 horas);1.372.124.320 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO;2803-2024;MARIA DENISE RAMOS PAEZ;Presentación de oferta;4/07/2024 2:15 PM (UTC -5 horas);-;5.000.000 COP;Publicado;Detalle
COLOMBIA;HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO;2760-2024;GILBERTO PAEZ CORTINA;Presentación de oferta;4/07/2024 2:12 PM (UTC -5 horas);-;8.640.000 COP;Publicado;Detalle
COLOMBIA;UNIDAD AESPE;SPE-SP-CD-111-2024;JULIAN PAEZ;Presentación de oferta;4/07/2024 7:44 AM (UTC -5 horas);-;47.380.000 COP;Proceso adjudicado y celebrado;Detalle
